speed_hz[hz]	send_bytes[byte]	average_throughput[bps]	median_throughput[bps]	mode_throughput[bps]	max_throughput[bps]	min_throughput[bps]	fluctuation[bps]	error_rate	variance[bps^2]	standard deviation[bps]
2792000	256	2227823.160378748	 2238711.126400834	2249851.9099004716	2269467.5276089828	1896232.8017660044	41644.36723023467	0.0	1582836056.5081573	39784.87220675916
2793000	256	2229232.720538607	 2237544.827298776	2237544.827298776	2273070.8102672664	2043276.5442435776	43838.089728659485	0.0	1057398546.2918932	32517.66514207152
2794000	256	2208038.3984204396	 2220195.0354096666	2225371.655958549	2259914.388845041	540349.4113354721	51875.99042460136	0.0	4380414000.68537	66184.696121425
2795000	256	2217436.5915523623	 2225371.655958549	2231731.5126006757	2268268.9706892	1754838.5274770174	50832.37913683755	0.0	1542931470.9006085	39280.16638076535
2796000	256	2214063.266498312	 2225371.655958549	2230572.4726045183	2266473.5071240105	1976060.407637451	52410.240625698585	0.0	1707323831.5427897	41319.77530847415
2797000	256	2221226.644012308	 2223067.9585921327	2232311.4844074845	2440322.327272727	295115.76569210156	219095.68326041894	0.0	15705917627.852789	125323.25254258601
2798000	256	2206613.8591725673	 2220769.0258531542	2232891.7577332985	2265875.6507517807	280130.9219932168	59261.79157921346	0.0	12316305433.132305	110978.85128767691
2799000	256	2185287.4741331832	 2238419.47565482	2248085.47291285	2277893.023601167	1395602.6956945572	92605.54946798366	0.0	20364003669.69565	142702.50057267968
2800000	256	2202785.583964642	 2217615.7829165845	2225371.655958549	2261104.130560674	284115.05563273135	58318.546596031636	0.0	9247596950.185652	96164.42663576615
2801000	256	2126274.703274823	 2136799.6497512436	2143732.116795608	2186290.3008399084	449993.95421446906	60015.59756508563	0.0	4056439415.5979476	63690.18303944453
2802000	256	2195078.8955726726	 2236379.742775319	2242802.765535248	2277893.023601167	1191391.760332871	82814.1280284943	0.0	17317018436.202713	131594.14286434907
2803000	256	2237103.061527151	 2242217.330200992	2253984.4114405666	2470501.7520851307	511579.69102495385	233398.6905579795	0.0	8710543022.551462	93330.28995214502
2804000	256	2146294.522126615	 2153405.513161193	2159903.0907719387	2196914.217902813	1913551.9251503677	50619.69577619806	0.0	1376433191.9273746	37100.31255835151
2805000	256	2081812.9661871367	 2087976.3228001944	2091025.947419669	2126221.4336633664	1779928.4276833816	44408.46747622965	0.0	1183919147.243269	34408.126180355546
2806000	256	2149328.5637316275	 2156108.080321285	2157191.007533903	2193548.159346272	1877171.020979021	44219.59561464423	0.0	1372603502.7696173	37048.663980899735
2807000	256	2141056.3792753867	 2148020.653163291	-1	2186290.3008399084	1807265.8514622343	45233.921564521734	0.0	1317163262.1590755	36292.74393262482
2808000	256	2225340.095114104	 2232311.4844074845	2235797.655387819	2270067.2811839324	1886653.7649901165	44727.18606982846	0.0	1499263836.3377788	38720.32846371243
2809000	256	2141628.6694069663	 2151787.2224448896	2172467.018715225	2183511.5892221658	506243.1984912777	41882.91981519945	0.0	4423934585.7706785	66512.66485242249
2810000	256	2149366.356396245	 2157732.8791760863	-1	2191309.8448979594	1694601.41882028	41943.48850171454	0.0	1280087631.400211	35778.3123050852
2811000	256	2224157.764881409	 2232311.4844074845	2233472.3328133128	2264083.9725882974	1939037.1539503385	39926.20770688867	0.0	1049600443.9011409	32397.537620954172
2812000	256	2199833.747304766	 2208493.3112102486	2213900.668041237	2251621.1250327653	1994412.4894358022	51787.37772799935	0.0	1312871053.351279	36233.562526355025
2813000	256	2203381.1142002945	 2217902.0376968756	2219047.944200465	2257538.6575558474	1281888.4632144456	54157.543355552945	0.0	4502000120.164346	67096.9456843182
2814000	256	2224867.756478541	 2233472.3328133128	2251621.1250327653	2266473.5071240105	1896651.4886288363	41605.75064546941	0.0	1655228879.6281412	40684.50417085283
2815000	256	2086086.5807931323	 2151787.2224448896	2148557.9269634816	2441709.6623081295	235005.8708688991	355623.0815149972	0.0	90786013427.91803	301307.17453774315
2816000	256	2070468.8550054177	 2151787.2224448896	2191868.9951518243	2443793.625035562	283786.53381347255	373324.77003014437	0.0	114859849497.5746	338909.79551729484
2817000	256	2146232.916302726	 2155026.239839438	2160446.3259557346	2197476.232284472	1719706.625025025	51243.31598174572	0.0	1737195226.140468	41679.67401672508
2818000	256	2146963.778186133	 2213900.668041237	2211051.375032175	2458481.566113337	188404.6803676003	311517.7879272038	0.0	97512596116.74744	312270.06919771776
2819000	256	2153146.6742459782	 2221343.3131626584	2259319.9873750657	2271868.445384819	661935.3157124142	118721.77113884082	0.0	46343140290.99509	215274.5695408426
2820000	256	2207210.8930330477	 2216185.395252838	-1	2262891.0937829292	1958936.0529076396	55680.200749881566	0.0	1564087213.3071103	39548.54249282912
2821000	256	2197303.360697507	 2206224.408285795	2215042.442496132	2248673.976963351	1711483.281928671	51370.61626584409	0.0	1463604801.9680762	38257.088257838914
2822000	256	2138022.3970071655	 2146410.4427786106	2153945.48445336	2189634.1045118533	1702662.9518334984	51611.70750468783	0.0	1292734245.8076928	35954.6136929281
2823000	256	2144745.968191327	 2153945.48445336	2162622.0020140987	2193548.159346272	1448555.5804384486	48802.19115494471	0.0	2063182972.9258184	45422.27397352337
2824000	256	2087756.1842781734	 2099202.001955034	2107959.4090797547	2120447.936805727	1873894.9808027924	32691.752527553588	0.0	1294021787.6764731	35972.514336316184
2825000	256	2157850.4857428875	 2170271.498736736	2179080.3125317097	2208777.2157366932	1847695.1155087117	50926.729993805755	0.0	2007969617.709954	44810.37399654185
2826000	256	2117738.4950098353	 2170271.498736736	2180739.931962427	2261699.4713006844	280992.29937847564	143960.97629084904	0.0	23677696550.799572	153875.58789749455
2827000	256	2105730.5370920734	 2173841.510700412	2191309.8448979594	2207074.663926002	228152.3132005312	101344.12683392875	0.0	67041536812.25525	258923.8050320118
2828000	256	1985196.7501011638	 2069614.4360102515	2073360.9925174995	2118356.249568434	111843.73777066	133159.49946727022	0.0	87940250631.3545	296547.214843361
2829000	256	2159798.3153170664	 2194108.4526181356	2194108.4526181356	2434098.77925758	946549.2663360882	274300.4639405138	0.0	33929585245.17939	184199.85137121959
2830000	256	2239046.3813831178	 2233472.3328133128	2240462.8565466874	2450765.9320970043	1870630.3554006969	211719.5507138865	0.0	3979732716.069208	63085.12277921957
2831000	256	2188146.968730304	 2226813.9303479376	-1	2271868.445384819	968207.2353471596	83721.47665451514	0.0	19032263955.77411	137957.47154748128
2832000	256	2230715.5678827656	 2223067.9585921327	2224795.2841232843	2452865.388920617	1866971.2219082809	222149.82103785127	0.0	4528141747.527384	67291.46860878714
2833000	256	2139788.918769102	 2146946.911272182	2148557.9269634816	2188518.367388535	1798562.5192629816	48729.44861943275	0.0	1562394394.828912	39527.13491803969
2834000	256	2145339.4272387503	 2151248.3325820183	-1	2196914.217902813	1941666.9511754068	51574.790664062835	0.0	1342281989.22285	36637.16677395852
2835000	256	2218218.78502819	 2217902.0376968756	2223643.435671758	2426535.195480226	1705705.8363780777	208316.4104520362	0.0	4611137058.878921	67905.35368348302
2836000	256	2136717.18292518	 2150171.3622027533	2157191.007533903	2186846.8920570263	285873.755058573	50129.709131846204	0.0	5418402456.196045	73609.79864254517
2837000	256	2159409.4481821354	 2202547.3312820513	2217902.0376968756	2258132.1219768664	1050114.2533007334	98722.67379473103	0.0	25627158023.76357	160084.84632770077
2838000	256	2213838.345539139	 2222492.779301423	2232891.7577332985	2267670.166842661	1852077.3160845193	53831.82130352175	0.0	1798156587.7233872	42404.67648412599
2839000	256	2088690.2533889997	 2127274.5398712233	2120971.504197531	2421063.864712514	1036680.4962587497	332373.61132351425	0.0	38878411680.553406	197176.0930755892
2840000	256	2207838.830647804	 2229125.4020025777	-1	2451465.3515981734	1001858.4781898764	243626.52095036954	0.0	20057336612.982376	141623.92669666512
2841000	256	2112681.2690855428	 2105892.2755577345	2111067.729663308	2379483.2664819947	1690932.0062992126	266801.9973964519	0.0	4616506157.791202	67944.87587589811
2842000	256	2257621.4309210167	 2266473.5071240105	2268868.090861067	2308501.6371943024	1762761.0490457623	50880.20627328567	0.0	2198967973.3011923	46893.15486615495
2843000	256	2186115.7093331493	 2193268.1557517676	2203677.4222678295	2235215.870934166	1976969.9866513233	49100.16160101676	0.0	1350078498.2998888	36743.41435277741
2844000	256	2254131.9036524426	 2258725.8985011834	2282735.740632474	2294320.136752137	1992561.955926699	40188.233099694364	0.0	1267894142.3809316	35607.50120944928
2845000	256	2258096.4885423803	 2264083.9725882974	2268868.090861067	2309122.2021505376	1975151.6652103933	51025.713608157355	0.0	1317282969.1216815	36294.39308104878
