speed_hz[hz]	send_bytes[byte]	average_throughput[bps]	median_throughput[bps]	mode_throughput[bps]	max_throughput[bps]	min_throughput[bps]	fluctuation[bps]	error_rate	variance[bps^2]	standard deviation[bps]
16000	128	11533.605005117217	 11540.151154292593	11541.267522975224	11543.997333706042	10597.504684404154	10.392328588824967	0.0	1921.6547565877347	43.83668277353722
17000	128	12241.109081001103	 12246.527166397213	-1	12251.802258114207	11792.492548296048	10.693177113103957	0.0	729.3499628638501	27.00648001617112
18000	128	12949.694938623123	 12953.620846591166	12956.238939601446	12959.092693671268	12860.608199111877	9.397755048144973	0.0	114.85540205264729	10.717061260095852
19000	128	13656.728317441308	 13661.445789570782	13663.358049512952	13666.923235537453	13526.177986332	10.194918096145557	0.0	174.77809086838445	13.220366517929238
19200	128	13796.19176200633	 13804.768856089802	-1	13818.53755968238	12555.33685099815	22.345797676049187	0.0	2863.917891809568	53.515585503753655
20000	128	14356.47710610248	 14359.756587774897	14363.622456248308	14368.043141256168	13901.460056059399	11.566035153688063	0.0	420.9673561161887	20.517489030487837
21000	128	15059.357365086766	 15064.748381757345	15066.835856185167	15070.37795883422	14698.171170832036	11.020593747454768	0.0	319.3172144675873	17.869449193178486
22000	128	15754.192263691753	 15763.285747108226	15765.918545192919	15771.244693000011	14073.000917455242	17.05242930825807	0.0	4491.851857219108	67.02127913744341
23000	128	16451.65126762604	 16456.82224197652	16457.326712034825	16467.043792318134	16220.64511450843	15.392524692095321	0.0	258.84040354144975	16.088517754642588
24000	128	17151.750767904276	 17158.729629096953	17163.735272843525	17169.910635831216	16906.12520468573	18.159867926940933	0.0	513.5873279307774	22.662465177706892
25000	128	17840.98609677821	 17847.65712291083	-1	17862.20543148264	17006.740565047814	21.21933470442673	0.0	1875.219432458856	43.303803902877355
26000	128	18536.55364606932	 18543.722917107418	-1	18559.50883257856	18164.7626128698	22.955186509239866	0.004	563.8287191792238	23.745077788443307
27000	128	19230.798043379244	 19238.24608578909	19238.97858387497	19251.31015688032	18967.436245523077	20.512113501077692	0.003	548.5987710791317	23.422185446262944
28000	128	19924.487066688038	 19931.630025291783	19935.608172965345	19944.77320367971	19739.080441386664	20.28613699167181	0.007	428.1099188087897	20.690817258116937
28800	128	20488.98906583294	 20501.428647802346	20504.071227723434	20522.78450673267	20105.45400754604	33.79544089973206	0.005	1125.2762122918173	33.54513693952996
29000	128	20594.85908382332	 20611.127194897806	-1	20629.441948932737	15138.902856498322	34.58286510941616	0.021	35074.66046417715	187.28230152413533
30000	128	21313.049294042372	 21322.699022474644	21326.29880879673	21335.727536462266	19791.01677295683	22.67824241989365	0.009	2861.876406380431	53.49650835690523
31000	128	21998.92978582072	 22006.513854730285	22007.641480236525	22018.69832871937	21725.87901198347	19.768542898647866	0.019	521.3338034934143	22.83273534847313
32000	128	22664.014325844808	 22681.012737373523	22690.119267993745	22702.352689945346	17449.073489800645	38.338364100538456	0.025	32011.821125259674	178.91847619868574
33000	128	23360.622058834815	 23372.19094055419	-1	23393.068061002177	22943.93675010951	32.44600216736217	0.016	1001.7848784445496	31.650985426121405
34000	128	24046.55598887606	 24060.700068253907	24068.58784961361	24083.973779390242	22543.866635873102	37.417790514180524	0.03	8861.960837637922	94.13798828123491
35000	128	24726.277075018483	 24733.61376109278	24730.907801091736	24761.990752378206	23963.305990593144	35.71367735972308	0.022	1817.3937133523875	42.63090092119081
36000	128	25401.908055555967	 25421.82977010678	-1	25442.913226861285	22559.61559593031	41.00517130531807	0.03	16676.28618647476	129.13669573933956
37000	128	26093.03698244944	 26101.76603645159	26102.717839322722	26118.75027973729	25800.8680210974	25.713297287849855	0.044	786.8971090623444	28.051686385355595
38000	128	26753.968986993965	 26769.76144501717	26771.93068541651	26792.806722269703	25201.657606909826	38.83773527573794	1.0	4294.91746002876	65.5356197806106
38400	128	27077.250206836212	 27095.27766431713	27116.06202333451	27142.623381383622	26424.0635905008	65.3731745474106	1.0	4886.147471658287	69.9009833382785
39000	128	27426.77999835273	 27444.05584700222	-1	27477.41522241202	21070.493705785968	50.63522405928961	1.0	42927.73628610946	207.1900969788601
40000	128	28091.27318282472	 28107.68890866731	28112.288311875323	28144.157477425528	27326.88996627855	52.88429460080806	1.0	2626.402431542347	51.248438332717484
41000	128	28805.13523783208	 28794.074181663902	28798.804428143252	29506.710653412018	28117.80958304146	701.5754155799368	1.0	26363.51448414491	162.3684528599842
42000	128	29490.44478970436	 29473.503125793457	29476.132701942213	30211.78160127179	28609.46481575231	721.3368115674275	1.0	27972.70433913411	167.2504240327483
43000	128	30173.93929477544	 30152.817298511654	-1	30920.622995903617	29442.5902547369	746.6837011281787	1.0	29359.844105356162	171.3471450166479
44000	128	30780.426651423062	 30802.206702668587	30807.067360040168	30854.428459565665	26987.42229511081	74.00180814260239	1.0	26825.13422815033	163.78380331446186
45000	128	31471.821349323465	 31483.644477675396	31477.645175711827	31530.100985185512	30668.261114205332	58.279635862047144	1.0	3307.7095176303233	57.51269005732842
46000	128	32140.118918280827	 32156.38300452963	-1	32196.63934991529	29864.1140894331	56.52043163446433	1.0	10451.581672476348	102.23297742155584
47000	128	32764.70571230589	 32778.62844674321	32779.00369386696	32832.12524461839	31998.266314024957	67.41953231250227	1.0	3177.2740518079977	56.36731368273636
48000	128	33443.23497297685	 33460.32483639763	-1	33501.3010303971	31568.10748673321	58.066057420255675	1.0	8929.803118072152	94.49763551577442
49000	128	34125.24123864037	 34142.86290284115	-1	34180.08782638452	31280.942849027335	54.84658774415584	1.0	11067.503793389165	105.20220431810907
50000	128	34791.101510626824	 34809.47680836407	-1	34842.79893239878	34176.552049017264	51.697421771954396	1.0	3476.674138294292	58.96332875859615
