speed_hz[hz]	send_bytes[byte]	average_2Delay[ms]	median_2Delay[ms]	mode_2Delay[ms]	max_2Delay[ms]	min_2Delay[ms]	fluctuation[ms]	error_rate	variance[ms^2]	standard deviation[ms]
2925000	10000	0.14610764980316163	 0.14543533325195312	0.14519691467285156	2.527952194213867	0.11563301086425781	2.3818445444107055	0.0	0.0009469168767276418	0.030772014505515262
2926000	10000	0.1417372465133667	 0.14495849609375	0.14495849609375	1.051187515258789	0.08487701416015625	0.9094502687454223	0.0001	0.0008089765106655023	0.02844251238314756
2927000	10000	0.15210175514221191	 0.1494884490966797	0.148773193359375	1.4026165008544922	0.11968612670898438	1.2505147457122803	0.0	0.0009193617801770415	0.030320979208743267
2928000	10000	0.14646799564361573	 0.14591217041015625	0.1456737518310547	0.5393028259277344	0.11610984802246094	0.39283483028411864	0.0	8.882780891269703e-05	0.009424850604264082
2929000	10000	0.14621059894561766	 0.14662742614746094	0.14662742614746094	0.3292560577392578	0.11754035949707031	0.18304545879364015	0.0	0.0001309654605341848	0.011444014179219843
2930000	10000	0.1449347496032715	 0.14448165893554688	0.14448165893554688	0.27179718017578125	0.11515617370605469	0.12686243057250976	0.0	6.671299842309963e-05	0.008167802545550402
2931000	10000	0.1455012321472168	 0.14543533325195312	0.14448165893554688	0.6549358367919922	0.11515617370605469	0.5094346046447754	0.0	0.00010770540956400508	0.010378121678030428
2932000	10000	0.1464543104171753	 0.1468658447265625	0.1468658447265625	0.27942657470703125	0.087738037109375	0.13297226428985595	0.0001	9.217827021018364e-05	0.009600951526290695
2933000	10000	0.15761916637420653	 0.14901161193847656	0.14662742614746094	2.9311180114746094	0.11777877807617188	2.773498845100403	0.0	0.0029512245733207014	0.0543251743975176
2934000	10000	0.14940104484558106	 0.14591217041015625	0.14591217041015625	0.7536411285400391	0.11539459228515625	0.604240083694458	0.0	0.0007888406915094494	0.028086307900994204
2935000	10000	0.14523086547851563	 0.14472007751464844	0.14448165893554688	3.7081241607666016	0.11491775512695312	3.562893295288086	0.0	0.00134502419781711	0.03667457154237947
2936000	10000	0.14834179878234863	 0.14853477478027344	0.14853477478027344	0.2703666687011719	0.11968612670898438	0.12202486991882325	0.0	8.936531637800726e-05	0.009453323033621947
2937000	10000	0.14944252967834473	 0.14591217041015625	0.14519691467285156	6.302356719970703	0.11515617370605469	6.152914190292359	0.0002	0.00489841757514796	0.06998869605263382
2938000	10000	0.1449446201324463	 0.14400482177734375	0.1437664031982422	0.5502700805664062	0.11491775512695312	0.40532546043395995	0.0	0.00014493066446220836	0.012038715233039128
2939000	10000	0.14628100395202637	 0.1456737518310547	0.1456737518310547	0.5595684051513672	0.11563301086425781	0.4132874011993408	0.0	0.00021831108318792758	0.014775353910750414
2940000	10000	0.15173935890197754	 0.15020370483398438	0.1499652862548828	0.8020401000976562	0.12087821960449219	0.6503007411956787	0.0	0.00019124049225638373	0.013828972928470998
2941000	10000	0.1532717227935791	 0.14591217041015625	0.14543533325195312	2.2454261779785156	0.11610984802246094	2.0921544551849367	0.0	0.0020207919776999007	0.04495321988133776
2942000	10000	0.15670742988586425	 0.14829635620117188	0.14781951904296875	4.137516021728516	0.11706352233886719	3.9808085918426515	0.0	0.0050315499482871924	0.07093341912164669
2943000	10000	0.16059861183166504	 0.1513957977294922	0.1494884490966797	6.320476531982422	0.1201629638671875	6.159877920150757	0.0	0.007879040726927543	0.0887639607438038
2944000	10000	0.14603586196899415	 0.1456737518310547	0.14495849609375	0.385284423828125	0.11587142944335938	0.23924856185913085	0.0	0.00011826834034764036	0.010875124842853086
2945000	10000	0.14783096313476562	 0.14662742614746094	0.14638900756835938	2.2797584533691406	0.11706352233886719	2.131927490234375	0.0	0.0006469170839409344	0.025434564748407516
2946000	10000	0.15902223587036132	 0.1609325408935547	0.16069412231445312	1.2049674987792969	0.12302398681640625	1.0459452629089356	0.0	0.0002612584606958992	0.016163491599771974
2947000	10000	0.14909825325012208	 0.14925003051757812	0.14901161193847656	0.5192756652832031	0.11873245239257812	0.3701774120330811	0.0	0.00011941995924416915	0.01092794396234576
2948000	10000	0.14479262828826905	 0.14495849609375	0.14472007751464844	0.3933906555175781	0.11563301086425781	0.24859802722930907	0.0	0.00010361513327040939	0.010179151893473709
